No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
447,往往,wǎng wǎng,often; frequently,しばしば,他往往迟到。,彼はたいてい遅刻する。,He is often late.,天气变化时，人们往往会感冒生病。,天気が変わると、人はしばしば風邪をひきます。
448,网球,wǎng qiú,tennis; CL:个,テニス,我喜欢打网球。,私はテニスをするのが好きだ。,I like playing tennis.,他每周都会打一次网球，身体很健康。,彼は毎週一回テニスをしていて、体がとても健康です。
449,网站,wǎng zhàn,website; network station; node,ウェブサイト,这个网站很有用。,このウェブサイトはとても役に立つ。,This website is very useful.,你可以在这个网站上找到很多学习资料。,あなたはこのウェブサイトで多くの学習資料を見つけることができます。
450,危险,wēi xiǎn,danger; dangerous,危険,山上有危险标志。,山の上に危険の標識がある。,There is a danger sign on the mountain.,爬山有一定的危险，大家一定要注意安全。,登山には一定の危険があるので、みんな必ず安全に注意してください。
451,卫生间,wèi shēng jiān,bathroom; toilet; WC; CL:间[jian1],トイレ,卫生间里很干净。,トイレはとてもきれいです。,The bathroom is very clean.,请问卫生间在哪里？我需要马上去洗手间。,すみません、トイレはどこですか？すぐに洗面所に行く必要があります。
452,味道,wèi dào,flavor; smell; hint of,味,这道菜味道很好。,この料理はとても美味しいです。,This dish tastes very good.,这道菜的味道非常好，让我想起了家乡的味道。,この料理の味はとても良くて、故郷の味を思い出させます。
453,温度,wēn dù,temperature; CL:个,温度,今天温度很高。,今日は気温がとても高いです。,The temperature is very high today.,今天的温度很高，大家出门记得多喝水。,今日は気温が高いので、みんな外出するときはたくさん水を飲んでください。
454,文章,wén zhāng,"article; essay; literary works; writings; hidden meaning; CL:篇[pian1] ,段[duan4] ,页[ye4]",文章,老师发了一篇文章。,先生が一つの記事を配りました。,The teacher handed out an article.,这篇文章介绍了中国的传统文化，非常有趣。,この記事は中国の伝統文化について紹介していて、とても面白いです。
455,污染,wū rǎn,pollution; contamination; CL:个,汚染,空气污染很严重。,大気汚染がとても深刻です。,Air pollution is very serious.,空气污染已经成为城市发展中必须解决的问题。,大気汚染はすでに都市の発展において解決しなければならない問題となっています。
456,无,wú,un-; to lack; -less; not to have; no; none; not; to lack,無い,我今天无时间。,私は今日時間がありません。,I have no time today.,他无任何理由就离开了，没有跟我说一声。,彼は何の理由もなく去ってしまい、私に一言も言いませんでした。
457,无聊,wú liáo,nonsense; bored,退屈,他觉得很无聊。,彼はとても退屈だと感じています。,He feels very bored.,今天下午没有什么事情做，感觉有点无聊。,今日の午後は特にやることがなく、少し退屈に感じています。
458,无论,wú lùn,no matter what or how; regardless of whether...,〜に関係なく,无论天气，都去。,天気に関係なく行きます。,I will go regardless of the weather.,无论天气怎么样，我每天都会去跑步保持健康。,天気がどうであろうと、私は毎日健康のためにジョギングに行きます。
459,误会,wù huì,to misunderstand; to mistake; misunderstanding; CL:个,誤解,我们有点误会了。,私たちは少し誤解がありました。,We had a bit of a misunderstanding.,我们之间发生了误会，需要好好沟通才能解决。,私たちの間に誤解が起きたので、しっかり話し合って解決しなければなりません。
460,吸引,xī yǐn,"to attract (interest, investment etc); CL:个",引きつける,这个广告很吸引人。,この広告はとても人を引きつけます。,This advertisement is very attractive.,这部电影的故事情节很吸引人，我看得很投入。,この映画のストーリーはとても魅力的で、私は夢中で観ました。
461,西红柿,xī hóng shì,tomato; CL:只[zhi1],トマト,西红柿很新鲜。,トマトはとても新鮮です。,The tomatoes are very fresh.,西红柿不仅美味，还富含丰富的维生素。,トマトは美味しいだけでなく、豊富なビタミンも含んでいます。
462,咸,xián,salty,しょっぱい,这个菜太咸了。,この料理は塩辛すぎます。,This dish is too salty.,这道菜有点咸，下次做的时候要少放盐。,この料理は少し塩辛いので、次に作るときは塩を少なめに入れます。
463,现金,xiàn jīn,cash,現金,请付现金买单。,現金で支払ってください。,Please pay in cash.,请问这里可以用现金付款吗？我没有带银行卡。,こちらは現金で支払えますか？カードを持ってきていません。
464,羡慕,xiàn mù,envious; envy; to admire,羨む,我羡慕他的生活。,私は彼の生活を羨ましく思います。,I envy his life.,我很羡慕她的生活，因为她每天都很快乐。,私は彼女の生活を羨ましく思います。なぜなら彼女は毎日幸せだからです。
465,相反,xiāng fǎn,opposite; contrary,反対,我们意见相反。,私たちは意見が反対です。,We have opposite opinions.,他和我想法相反，我们经常有不同的意见。,彼は私とは考えが逆で、私たちはよく意見が違います。
466,相同,xiāng tóng,identical; same,同じ,我们穿相同衣服。,私たちは同じ服を着ています。,We are wearing the same clothes.,虽然我们来自不同的地方，但兴趣爱好相同。,私たちは違う場所から来ましたが、趣味は同じです。
467,香,xiāng,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick; CL:根[gen1],良い香り,花园里花很香。,庭の花はとても良い香りがします。,The flowers in the garden smell very nice.,这朵花非常香，整个房间都充满了花香。,この花はとても香りが良くて、部屋中に花の香りが満ちています。
468,详细,xiáng xì,detailed; in detail; minute,詳細な,请告诉我详细情况。,詳しい状況を教えてください。,Please tell me the detailed situation.,请你把事情的经过说得详细一点，我好理解。,その事の経緯をもう少し詳しく話してください、理解しやすいので。
469,响,xiǎng,to make a sound; to sound; to ring; loud; classifier for noises,鳴る,手机响了起来。,携帯電話が鳴り始めました。,The phone started ringing.,手机铃声响了，我赶紧去接电话。,携帯電話の着信音が鳴ったので、急いで電話に出ました。
470,橡皮,xiàng pí,rubber; an eraser; CL:块[kuai4],消しゴム,我忘带橡皮了。,消しゴムを持ってくるのを忘れました。,I forgot to bring my eraser.,考试时如果写错了，可以用橡皮擦掉重新写。,試験のときに間違えたら、消しゴムで消して書き直せます。
471,消息,xiāo xi,news; information; CL:条[tiao2],ニュース,我收到好消息。,私は良い知らせを受け取りました。,I received good news.,我刚收到一个好消息，明天可以放假一天。,私はちょうど良い知らせを受け取りました。明日一日休みです。
472,小吃,xiǎo chī,snack; refreshments; CL:家[jia1],軽食,这里有很多小吃。,ここにはたくさんの軽食があります。,There are many snacks here.,夜市里有很多美味的小吃，值得一试。,夜市には美味しい屋台料理がたくさんあり、一度試す価値があります。
473,小伙子,xiǎo huǒ zi,lad; young fellow; young man; young guy; youngster; CL:个,若者,小伙子很努力。,若者はとても努力しています。,The young man works very hard.,那个小伙子很努力学习，将来一定会成功。,あの若者はとても勉強熱心で、将来きっと成功するでしょう。
474,小说,xiǎo shuō,"novel; fiction; CL:本[ben3] ,部[bu4]",小説,我喜欢看小说。,私は小説を読むのが好きです。,I like reading novels.,这本小说的故事很感人，让我忍不住流泪。,この小説の物語はとても感動的で、私は思わず涙を流しました。
475,效果,xiào guǒ,result; effect; quality; CL:个,効果,新药效果很好。,新しい薬の効果はとても良いです。,The new medicine works very well.,这种药的效果很好，病人很快就康复了。,この薬の効果はとても良くて、患者はすぐに回復しました。
476,笑话,xiào huà,joke; jest; CL:个,ジョーク,他说了一个笑话。,彼はジョークを一つ言いました。,He told a joke.,他讲了一个笑话，大家都笑得很开心。,彼がジョークを言ったので、みんなとても楽しく笑いました。
477,心情,xīn qíng,mood; frame of mind; CL:个,気分,他今天心情不错。,彼は今日気分が良いです。,He is in a good mood today.,今天的心情很好，因为我通过了考试。,今日は気分がとても良いです。なぜなら試験に合格したからです。
478,辛苦,xīn kǔ,hard; exhausting; with much toil; thanks for your trouble,苦労,工作很辛苦。,仕事はとても大変です。,Work is very hard.,为了完成任务，他工作得非常辛苦。,任務を完成させるために、彼は非常に苦労して働きました。
479,信封,xìn fēng,envelope; CL:个,封筒,信封里有信。,封筒の中に手紙があります。,There is a letter inside the envelope.,我把信放进信封里，然后寄到了朋友家。,私は手紙を封筒に入れて、それから友達の家に送りました。
480,信息,xìn xī,information; news; message,情報,请给我信息。,情報をください。,Please give me information.,请把重要的信息发给我，我好及时处理。,重要な情報を私に送ってください、すぐに対応できるように。
481,信心,xìn xīn,confidence; faith (in sb or sth); CL:个,自信,她有很大信心。,彼女はとても自信があります。,She has great confidence.,只要有信心，就一定能够完成这个目标。,自信さえあれば、必ずこの目標を達成できます。
482,兴奋,xīng fèn,excited; excitement,興奮,孩子们很兴奋。,子供たちはとても興奮しています。,The children are very excited.,听到好消息后，她非常兴奋，跳了起来。,良い知らせを聞いた後、彼女はとても興奮して飛び跳ねました。
483,行,xíng,to walk; to go; to travel; a visit; temporary; makeshift; current; in circulation; to do; to perform; capable; competent; effective; all right; OK!; will do,大丈夫,你行，我相信你。,君ならできる、私は君を信じています。,"You can do it, I believe in you.",你要是没问题，这次考试就能行了。,問題がなければ、今回の試験はうまくいくでしょう。
484,醒,xǐng,to wake up; to awaken; to be awake,目覚める,我七点醒了。,私は7時に目が覚めました。,I woke up at seven o'clock.,我早上六点醒了，准备去跑步锻炼身体。,私は朝6時に目が覚めて、ジョギングに行って体を鍛える準備をしました。
485,幸福,xìng fú,happiness; happy; blessed; well-being,幸福,他们过得很幸福。,彼らはとても幸せに暮らしています。,They live very happily.,他们一家人生活得很幸福，互相关心帮助。,彼ら家族はとても幸せに暮らしていて、お互いに気遣い助け合っています。
486,性别,xìng bié,gender; sex; distinguishing between the sexes,性別,请写明性别。,性別を明記してください。,Please specify your gender.,在填写表格时，请注意性别栏的选择。,フォームに記入するときは、性別欄の選択に注意してください。
487,性格,xìng gé,nature (temperament); nature; disposition; temperament; character; CL:个,性格,她性格很开朗。,彼女は性格がとても明るいです。,She has a very cheerful personality.,他的性格开朗，很容易和别人相处。,彼は性格が明るくて、他人と仲良くなるのがとても上手です。
488,修理,xiū lǐ,to repair; to perform maintenance; to overhaul; to fix; to prune; to trim,修理する,我修理了电脑。,私はパソコンを修理しました。,I repaired the computer.,我的手机坏了，昨天去店里修理了。,私の携帯電話が壊れたので、昨日店に修理に行きました。
489,许多,xǔ duō,a great deal of; many; a lot of; much,たくさん,这里有许多书。,ここにはたくさんの本があります。,There are many books here.,这座城市有许多名胜古迹，吸引了很多游客。,この都市には多くの名勝古跡があり、多くの観光客を引きつけています。
490,学期,xué qī,school term; semester; CL:个,学期,新学期开始了。,新学期が始まりました。,The new semester has started.,这个学期的课程安排得很紧张，需要好好学习。,今学期の授業はとても詰まっているので、しっかり勉強する必要があります。
491,呀,ya,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)",〜ね,你来了呀？,来たの？,"You came, huh?",你来了呀！我正想找你一起去看电影呢。,来たね！ちょうど君を誘って一緒に映画を見に行こうと思ってたんだ。
492,压力,yā lì,pressure,ストレス,工作压力很大。,仕事のプレッシャーがとても大きいです。,The work pressure is very high.,工作压力很大，周末我喜欢去公园放松一下。,仕事のプレッシャーが大きいので、週末は公園に行ってリラックスするのが好きです。
493,牙膏,yá gāo,toothpaste; CL:管[guan3],歯磨き粉,我买了牙膏。,私は歯磨き粉を買いました。,I bought toothpaste.,早上起床后，我习惯先刷牙用牙膏清洁口腔。,朝起きてから、私はまず歯磨き粉で歯を磨いて口をきれいにするのが習慣です。
494,亚洲,yà zhōu,Asia; Asian,アジア,亚洲很大。,アジアはとても大きいです。,Asia is very large.,亚洲是世界上人口最多的大陆，有很多国家。,アジアは世界で最も人口の多い大陸で、多くの国があります。
495,严格,yán gé,strict; stringent; tight; rigorous,厳しい,老师很严格。,先生はとても厳しいです。,The teacher is very strict.,老师对学生的要求非常严格，希望大家认真学习。,先生は生徒に対して非常に厳しく、みんなに真面目に勉強してほしいと思っています。
496,严重,yán zhòng,serious; severe; critical; grave,深刻な,问题很严重。,問題はとても深刻です。,The problem is very serious.,交通事故造成了严重的伤害，需要及时救治。,交通事故は深刻なけがを引き起こし、迅速な治療が必要です。
497,盐,yán,salt; CL:粒[li4],塩,请少放盐。,塩は少なめにしてください。,Please put less salt.,做饭的时候要注意盐的用量，不能放太多。,料理をするときは塩の量に注意し、入れすぎてはいけません。
498,研究,yán jiū,research; a study; CL:項|项[xiang4];,研究,他在研究问题。,彼は問題を研究しています。,He is studying the problem.,大学里有很多学生从事环境保护的研究工作。,大学には環境保護の研究に従事している学生がたくさんいます。
499,演出,yǎn chū,"to act (in a play); to perform; to put on (a performance); performance; concert; show; CL:场[chang2] ,次[ci4]",公演,今晚有演出。,今晩は公演があります。,There is a performance tonight.,今晚的演出非常精彩，观众们都报以热烈的掌声。,今夜の公演はとても素晴らしく、観客たちは熱烈な拍手を送りました。
500,演员,yǎn yuán,"actor or actress; performer; CL:个,位[wei4] ,名[ming2]",俳優,他是一名演员。,彼は俳優です。,He is an actor.,这位演员表演得很自然，赢得了观众的喜爱。,この俳優はとても自然に演技をして、観客の好感を得ました。
501,眼镜,yǎn jìng,spectacles; eyeglasses; CL:副[fu4],眼鏡,我戴眼镜看书。,私は眼鏡をかけて本を読みます。,I wear glasses to read books.,我戴眼镜已经有五年了，感觉视力有了很大改善。,私は眼鏡をかけてもう五年になりますが、視力が大きく改善したと感じています。
502,阳光,yáng guāng,sunlight; sunshine; transparent (open to public scrutinity); CL:线[xian4],日光,阳光很温暖。,日差しはとても暖かい。,The sunlight is very warm.,早上的阳光非常温暖，让人心情特别好。,朝の陽光はとても暖かくて、人の気分を特に良くさせます。
503,养成,yǎng chéng,to cultivate; to raise; to form (a habit); to acquire,養う,养成好习惯。,良い習慣を身につける。,Develop good habits.,养成每天早起锻炼的习惯对身体很有好处。,毎朝早く起きて運動する習慣を身につけることは体にとても良いです。
504,样子,yàng zi,manner; air; looks; aspect,様子,他的样子很开心。,彼の様子はとても嬉しそうだ。,He looks very happy.,他的样子看起来很疲惫，可能是工作太累了。,彼の様子はとても疲れているように見えます。多分仕事が大変すぎるのでしょう。
505,邀请,yāo qǐng,to invite; invitation; CL:个,招待,我邀请你参加。,私はあなたを招待します。,I invite you to participate.,我想邀请你参加下个月的生日派对，请务必来。,来月の誕生日パーティーにあなたを招待したいので、ぜひ来てください。
506,要是,yào shi,if,もし〜なら,要是下雨，我不去。,もし雨が降ったら、行きません。,"If it rains, I won't go.",要是明天下雨，我们就改天再去爬山吧。,もし明日雨が降ったら、別の日にハイキングに行きましょう。
507,钥匙,yào shi,key; CL:把[ba3],鍵,钥匙忘带了。,鍵を持ってくるのを忘れた。,I forgot to bring the key.,我找不到钥匙了，可能忘在办公室了。,鍵が見つかりません。多分オフィスに忘れてきたのでしょう。
508,也许,yě xǔ,perhaps; maybe; probably,多分,也许他会来。,たぶん彼は来るだろう。,Maybe he will come.,他今天没来， 也许是身体不舒服吧。,彼は今日来なかったけど、多分体調が良くないのだろう。
509,叶子,yè zi,foliage; leaf; CL:片[pian4],葉,树上的叶子绿。,木の葉は緑色だ。,The leaves on the tree are green.,秋天的时候，树上的叶子变成了黄色和红色。,秋になると、木の葉が黄色や赤色に変わります。
510,页,yè,page; leaf,ページ,我读了三页。,私は三ページ読みました。,I read three pages.,请翻到书的第三页，看一下这段话的意思。,本の3ページをめくって、この段落の意味を見てください。
511,一切,yī qiè,everything; every; all,すべて,一切都准备好了。,すべて準備ができている。,Everything is ready.,他对一切事情都很认真，从不马虎。,彼はすべての物事にとても真剣で、決していい加減ではありません。
512,以,yǐ,to use as; according to; because of,〜によって,以努力取得成功。,努力して成功を収める。,Achieve success through hard work.,以我的经验来看，这个方法效果最好。,私の経験から見ると、この方法が一番効果的です。
513,以为,yǐ wéi,to believe; to think; to consider; to be under the impression,思い込む,我以为你来了。,私はあなたが来たと思っていた。,I thought you came.,我以为他已经走了，没想到他还在这里。,彼はもう行ったと思っていたら、まさかまだここにいたとは。
514,意见,yì jiàn,"opinion; suggestion; idea; objection; complaint; CL:点[dian3] ,条[tiao2]",意見,请提出你的意见。,あなたの意見を述べてください。,Please express your opinion.,请你提出宝贵的意见，帮助我们改进工作。,貴重な意見を出して、私たちの仕事の改善を手伝ってください。
515,艺术,yì shù,art; CL:种[zhong3],芸術,我喜欢艺术展览。,私は美術展が好きです。,I like art exhibitions.,他对艺术非常感兴趣，经常去博物馆参观。,彼は芸術にとても興味があって、よく美術館を訪れます。
516,因此,yīn cǐ,consequently; as a result; thus,したがって,天气不好，因此取消。,天気が悪いため、中止になった。,The event was canceled because of bad weather.,天气很冷， 因此我们决定取消户外活动。,天気がとても寒いので、そのため私たちは屋外活動を中止することに決めました。
517,引起,yǐn qǐ,to give rise to; to lead to; to cause; to arouse,引き起こす,他的话引起争论。,彼の言葉が議論を引き起こした。,His words caused a debate.,这个问题引起了大家的关注，必须尽快解决。,この問題はみんなの関心を引き起こし、早急に解決しなければなりません。
518,印象,yìn xiàng,impression; reflection; perception; CL:个,印象,她给我好印象。,彼女は私に良い印象を与えた。,She gave me a good impression.,第一次见面，他给我留下了很深的印象。,初めて会った時、彼は私に深い印象を残しました。
519,赢,yíng,to win; to beat; to profit,勝つ,我们赢了比赛。,私たちは試合に勝った。,We won the match.,经过努力，他终于在比赛中赢得了冠军。,努力の末、彼は試合でついに優勝を勝ち取りました。
520,应聘,yìng pìn,to accept a job offer; to apply for an advertised position,応募する,他应聘了这工作。,彼はこの仕事に応募した。,He applied for this job.,我准备应聘那家公司的销售职位，希望能成功。,私はあの会社の営業の職に応募する準備をしており、成功を願っています。
521,勇敢,yǒng gǎn,brave; courageous,勇敢な,她很勇敢面对困难。,彼女は困難に勇敢に立ち向かう。,She bravely faces difficulties.,遇到困难时，我们要勇敢面对，不要轻易放弃。,困難に直面した時、私たちは勇敢に立ち向かい、簡単にあきらめてはいけません。
522,永远,yǒng yuǎn,forever; eternal,永遠に,我永远支持你。,私はいつもあなたを応援します。,I will always support you.,我希望我们的友谊能够永远持续下去。,私たちの友情が永遠に続くことを望んでいます。
523,优点,yōu diǎn,merit; benefit; strong point; advantage; CL:个,長所,优点是认真学习。,長所は真面目に勉強することだ。,The advantage is studying seriously.,他的优点是工作认真，而且很有责任心。,彼の長所は仕事に真剣で、とても責任感が強いことです。
524,优秀,yōu xiù,outstanding; excellent,優秀な,他是优秀学生。,彼は優秀な学生だ。,He is an excellent student.,她是一位非常优秀的学生，成绩一直名列前茅。,彼女は非常に優秀な学生で、成績はずっとトップクラスです。
525,幽默,yōu mò,humor; humorous,ユーモア,他很幽默有趣。,彼はとてもユーモアがあって面白い。,He is very humorous and interesting.,他的幽默感让大家在紧张的工作中感到轻松。,彼のユーモアのセンスが、みんなを緊張した仕事の中でリラックスさせます。
526,尤其,yóu qí,especially; particularly,特に,我喜欢水果，尤其苹果。,私は果物が好きで、特にリンゴが好きだ。,"I like fruits, especially apples.",这个地方风景很美，尤其是晚上灯光很漂亮。,この場所は景色がとても美しく、特に夜のライトアップがとても綺麗です。
527,由,yóu,to follow; from; it is for...to; reason; cause; because of; due to; to; to leave it (to sb); by (introduces passive verb),〜によって,活动由学校组织。,活動は学校が主催している。,The event is organized by the school.,这次比赛的结果由专业评委来决定。,今回の試合の結果は専門の審査員によって決定されます。
528,由于,yóu yú,due to; as a result of; thanks to; owing to; since; because,〜のために,由于下雨，迟到了。,雨のため遅刻した。,I was late due to rain.,由于下雨，比赛不得不推迟到明天举行。,雨のため、試合は明日に延期せざるを得ませんでした。
529,邮局,yóu jú,"post office; CL:家[jia1] ,个",郵便局,我去邮局寄信。,私は郵便局へ手紙を出しに行く。,I go to the post office to mail a letter.,我去邮局寄了一封信，顺便买了几张明信片。,郵便局に行って手紙を出し、ついでに数枚のはがきを買いました。
530,友好,yǒu hǎo,friendly; amicable,友好的,他们关系很友好。,彼らはとても仲が良い。,They have a very friendly relationship.,他们两国的关系一直非常友好，互相支持。,彼ら二国間の関係はずっととても友好的で、互いに支え合っています。
531,友谊,yǒu yì,companionship; fellowship; friendship,友情,我们有深厚友谊。,私たちは深い友情を持っている。,We have a deep friendship.,我们的友谊从大学时代开始，一直很深厚。,私たちの友情は大学時代から始まり、ずっと深いものです。
532,有趣,yǒu qù,interesting; fascinating; amusing,面白い,这本书很有趣。,この本はとても面白い。,This book is very interesting.,这本书内容丰富，故事也很有趣，值得一读。,この本は内容が豊富で、話もとても面白く、読む価値があります。
533,于是,yú shì,thereupon; as a result; consequently; thus; hence,それで,他迟到，于是没参加。,彼は遅刻したので、参加しなかった。,"He was late, so he didn't participate.",他没带伞，于是被雨淋湿了全身。,彼は傘を持っていなかったので、そのため雨に全身ずぶ濡れになりました。
534,愉快,yú kuài,cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted,愉快な,度过了愉快一天。,楽しい一日を過ごした。,Spent a pleasant day.,祝你生日愉快，生活幸福美满！,あなたの誕生日が楽しく、生活が幸せで満ち溢れますように！
535,与,yǔ,to give; to help; to get along with; and; with,〜と,我与朋友一起去。,私は友達と一緒に行く。,I go together with my friend.,他与大家分享了自己的学习经验，受到了欢迎。,彼は皆と自分の学習経験を共有し、歓迎されました。
536,羽毛球,yǔ máo qiú,badminton; shuttlecock; CL:个,バドミントン,他们喜欢打羽毛球。,彼らはバドミントンをするのが好きだ。,They like playing badminton.,每个周末我们都会一起打羽毛球，锻炼身体。,毎週末、私たちは一緒にバドミントンをして体を鍛えています。
537,语法,yǔ fǎ,grammar,文法,学习语法很重要。,文法の勉強はとても重要だ。,Studying grammar is very important.,学习语法对提高语言水平非常重要。,文法を学ぶことは言語レベルを向上させるのにとても重要です。
538,语言,yǔ yán,"language; CL:门[men2] ,种[zhong3]",言語,我学习汉语语言。,私は中国語を勉強している。,I study the Chinese language.,掌握多种语言对将来的工作有很大帮助。,多くの言語を習得することは将来の仕事に大いに役立ちます。
539,预习,yù xí,to prepare a lesson,予習する,每天预习新课。,毎日新しい授業の予習をする。,Preview new lessons every day.,上课前预习新课内容，可以更好地理解老师讲解。,授業の前に新しい授業内容を予習すると、先生の説明をよりよく理解できます。
540,原来,yuán lái,original; former; originally; formerly; at first; so... actually,本来,原来你也来。,なるほど、あなたも来たのか。,So you came too.,原来他已经知道了这个消息，只是没告诉我们。,実は彼はもうこのニュースを知っていて、ただ私たちに教えていなかっただけです。
541,原谅,yuán liàng,to excuse; to forgive; to pardon,許す,请原谅我的错误。,私の間違いを許してください。,Please forgive my mistake.,对不起，我不是故意的，请你原谅我这次的错误。,ごめんなさい、私は故意ではありませんでした。今回のミスをどうか許してください。
542,原因,yuán yīn,cause; origin; root cause; reason; CL:个,原因,迟到的原因是堵车。,遅刻の原因は渋滞だ。,The reason for being late is traffic jam.,他的迟到有很多原因，比如交通堵塞和身体不适。,彼の遅刻には多くの原因があり、例えば交通渋滞や体調不良です。
543,约会,yuē huì,"appointment; engagement; date; CL:次[ci4] ,个",デート,他们约会去看电影。,彼らはデートで映画を見に行く。,They go to watch a movie on a date.,他们约会去了电影院，看了一部最新的电影。,彼らはデートで映画館に行き、最新の映画を観ました。
544,阅读,yuè dú,to read; reading,読書,我喜欢阅读小说。,私は小説を読むのが好きだ。,I like reading novels.,每天晚上我都会花时间阅读一些有趣的书籍。,毎晩、私は時間をかけていくつかの面白い本を読んでいます。
545,云,yún,cloud; CL:朵[duo3],雲,天空有很多云。,空にはたくさんの雲がある。,There are many clouds in the sky.,天空中飘着几朵白云，风景非常美丽。,空にはいくつかの白い雲が漂っていて、景色がとても美しいです。
546,允许,yǔn xǔ,to permit; to allow,許可する,老师允许我们休息。,先生は私たちに休憩を許可した。,The teacher allowed us to rest.,老师允许我们在课堂上用手机查资料。,先生は授業中に携帯で資料を調べることを許可しました。
547,杂志,zá zhì,"magazine; CL:本[ben3] ,份[fen4] ,期[qi1]",雑誌,我买了新杂志。,私は新しい雑誌を買った。,I bought a new magazine.,我喜欢看各种杂志，尤其是旅游和美食类的。,私はいろいろな雑誌を読むのが好きで、特に旅行やグルメの雑誌が好きです。
548,咱们,zán men,we or us (including both the speaker and the person(s) spoken to); I or me; you,私たち,咱们一起去吧。,一緒に行こう。,Let's go together.,咱们一起去吃饭吧，顺便聊聊最近的生活。,私たち一緒に食事に行きませんか。そのついでに最近の生活について話しましょう。
549,暂时,zàn shí,temporary; provisional; for the time being,一時的,这只是暂时问题。,これはただの一時的な問題だ。,This is just a temporary problem.,这个问题暂时不能解决，需要更多时间考虑。,この問題は一時的に解決できず、もっと時間をかけて考える必要があります。
550,脏,zāng,dirty,汚い,地板很脏了。,床がとても汚れている。,The floor is very dirty.,他的衣服很脏，需要马上洗一洗。,彼の服はとても汚れているので、すぐに洗う必要があります。
551,责任,zé rèn,responsibility; blame; duty; CL:个,責任,每个人都有责任。,誰にでも責任がある。,Everyone has responsibility.,每个人都应该对自己的行为负责，因为责任很重要。,誰もが自分の行動に責任を持つべきです。責任はとても重要だからです。
552,增加,zēng jiā,to raise; to increase,増加,公司增加了员工。,会社は従業員を増やした。,The company has increased its staff.,今年公司的销售额比去年增加了百分之二十。,今年の会社の売上高は昨年に比べて20％増えました。
553,占线,zhàn xiàn,busy (telephone),話中,电话一直占线。,電話がずっと話し中だ。,The phone line is busy all the time.,电话总是占线，我很难联系到客户。,電話がいつも話し中で、お客様に連絡を取るのが難しいです。
554,招聘,zhāo pìn,recruitment; to invite applications for a job,採用,公司正在招聘新人。,会社は新しい人を募集している。,The company is recruiting new employees.,公司正在招聘有经验的市场营销人员。,会社は経験のあるマーケティング担当者を募集しています。
555,照,zhào,according to; in accordance with; to shine; to illuminate; to reflect; to look at (one's reflection); to take (a photo); photo; as requested; as before;,写真を撮る,请帮我照一张。,写真を一枚撮ってください。,Please take a photo for me.,请你帮我照一下这张照片好吗？,この写真を撮ってもらえますか？
556,真正,zhēn zhèng,genuine; real; true; genuinely,本当の,他是真正的朋友。,彼は本当の友達だ。,He is a true friend.,只有真正努力，才能取得成功。,本当に努力した人だけが成功を収めることができます。
557,整理,zhěng lǐ,"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)",整理する,请整理你的房间。,部屋を片付けてください。,Please tidy up your room.,我要把房间整理干净，才能安心学习。,部屋をきれいに整理してからでないと、安心して勉強できません。
558,正常,zhèng cháng,regular; normal; ordinary,正常,机器现在正常工作。,機械は今正常に動いている。,The machine is working normally now.,今天的天气很正常，没有什么特别的变化。,今日の天気は普通で、特に変わったことはありません。
559,正好,zhèng hǎo,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,ちょうど,时间正好，我来了。,ちょうどいい時間に、私は来た。,"The time is just right, I have arrived.",我正好有时间，可以帮你完成这个任务。,ちょうど時間があるので、この仕事を手伝うことができます。
560,正确,zhèng què,correct; proper,正しい,答案是正确的。,答えは正しい。,The answer is correct.,你说的话不正确，请再仔细考虑一下。,あなたの言ったことは正しくないので、もう一度よく考えてください。
561,正式,zhèng shì,formal; official,正式な,这是正式的邀请函。,これは正式な招待状です。,This is an official invitation letter.,我们下周有一个正式的会议，请准时参加。,来週正式な会議がありますので、時間通りに参加してください。
562,证明,zhèng míng,proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of; CL:个,証明する,请出示身份证明。,身分証明書を提示してください。,Please show your identification.,请出示身份证明，以便办理相关手续。,身分証明書を提示してください、手続きを進めるために。
563,之,zhī,"(possessive particle, literary equivalent of 的); him; her; its",の（文語）,这是我之书。,これは私の本だ。,This is my book.,这本书之所以受欢迎，是因为内容非常实用。,この本が人気がある理由は、内容がとても実用的だからです。
564,支持,zhī chí,to be in favor of; to support; to back; support; backing; to stand by; CL:个,支持,我们支持你的决定。,私たちはあなたの決定を支持します。,We support your decision.,家人一直支持我的决定，让我很感动。,家族がずっと私の決断を支持してくれて、とても感動しました。
565,知识,zhī shi,intellectual; knowledge-related; knowledge; CL:门[men2],知識,知识改变命运。,知識は運命を変える。,Knowledge changes destiny.,学习新知识可以帮助我们更好地适应社会。,新しい知識を学ぶことは、社会によりよく適応するのに役立ちます。
566,值得,zhí de,to be worth; to deserve,価値がある,这本书值得读。,この本は読む価値がある。,This book is worth reading.,这本书值得一读，因为内容很有趣。,この本は読む価値があります。内容がとても面白いからです。
