No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
1769,体积,tǐ jī,volume; bulk; CL:个,体積,容器的体积很大。,容器の体積はとても大きい。,The volume of the container is very large.,这款包装盒设计合理，既节省空间，又能容纳大量商品，体积适中便于运输。,このパッケージボックスは合理的に設計されており、スペースを節約しながら大量の商品を収納でき、体積も適度で輸送に便利だ。
1770,体谅,tǐ liàng,to empathize; to allow (for something); to show understanding; to appreciate,思いやる,请体谅别人的难处。,どうか他人の困難を理解してください。,Please understand others' difficulties.,请大家多体谅同事的难处，互相支持，共同完成这项艰巨的任务。,皆さんは同僚の困難をよく理解し合い、互いに支え合い、この困難な任務を共に達成してください。
1771,体面,tǐ miàn,dignity; face (as in 'losing face'); honorable; creditable; pretty,体面な,他是个体面的人。,彼は体面のある人だ。,He is a respectable person.,他为人正直，待人接物有礼貌，赢得了大家的尊重和体面的人际关系。,彼は正直で、人と接するとき礼儀正しく、皆の尊敬と体面のある人間関係を得ている。
1772,体系,tǐ xì,system; setup; CL:个,体系,建立完整的管理体系。,完全な管理体系を構築する。,Establish a complete management system.,现代企业必须建立完善的管理体系，以适应快速变化的市场环境和竞争压力。,現代企業は、急速に変化する市場環境や競争圧力に適応するために、完璧な管理体系を構築しなければならない。
1773,天才,tiān cái,talent; gift; genius; talented; gifted,天才,他是数学天才。,彼は数学の天才だ。,He is a mathematical genius.,这位年轻的画家被誉为艺术界的天才，他的作品充满创意与独特的风格。,この若い画家は芸術界の天才と称され、その作品は創造性と独特なスタイルに満ちている。
1774,天赋,tiān fù,gift; innate skill,天賦,她拥有艺术天赋。,彼女は芸術の才能を持っている。,She has artistic talent.,他凭借天赋的音乐才能和后天的努力，最终成为了一名著名的钢琴演奏家。,彼は天賦の音楽才能と後天の努力によって、最終的に有名なピアノ奏者になった。
1775,天伦之乐,tiān lún zhī lè,pleasure of heavenly agreement (idiom); family love and joy; domestic bliss,家族団欒,节日里享受天伦之乐。,祭りの時に家族の幸せを楽しむ。,Enjoy family happiness during the festival.,春节期间，家人团聚共享天伦之乐，感受浓浓的亲情和温暖的氛围。,春節の期間、家族は集まり天倫の楽しみを共にし、深い親情と温かな雰囲気を感じる。
1776,天然气,tiān rán qì,natural gas,天然ガス,天然气供暖系统很普遍。,天然ガス暖房システムはとても普及している。,Natural gas heating systems are very common.,随着天然气资源的开发利用，越来越多的家庭开始采用环保节能的燃气设备。,天然ガス資源の開発利用に伴い、ますます多くの家庭が環境に優しい省エネのガス機器を使い始めている。
1777,天生,tiān shēng,innate; natural,生まれつき,他天生喜欢音乐。,彼は生まれつき音楽が好きだ。,He naturally likes music.,他天生具有出色的领导才能，能够在复杂的环境中有效地协调团队合作。,彼は生まれつき優れたリーダーシップを持ち、複雑な環境でも効果的にチームの協力を調整できる。
1778,天堂,tiān táng,paradise; heaven,天国,天堂是美好归宿。,天国は美しい帰るべき場所だ。,Heaven is a beautiful resting place.,这座教堂被称为信徒心中的天堂，象征着和平与希望的美好愿景。,この教会は信者の心の中の天国と称され、平和と希望の美しい展望を象徴している。
1779,天文,tiān wén,astronomy,天文学,他研究天文现象。,彼は天文現象を研究している。,He studies astronomical phenomena.,天文爱好者们利用先进的望远镜，观测宇宙中的星体和天文现象，探索未知领域。,天文愛好家たちは先進の望遠鏡を使い、宇宙の星体や天文現象を観測し、未知の領域を探求している。
1780,田径,tián jìng,track and field (athletics),陸上競技,田径比赛吸引众多观众。,陸上競技大会は多くの観客を引きつける。,The track and field competition attracts many spectators.,田径运动不仅锻炼身体，还培养了运动员坚韧不拔的意志品质和团队精神。,陸上競技は体を鍛えるだけでなく、選手の不屈の意志とチーム精神を養う。
1781,田野,tián yě,field; open land; CL:片[pian4],田野,农民在田野里劳作。,農民は田んぼで働いている。,Farmers are working in the fields.,春天的田野充满了生机，绿油油的庄稼随风摇曳，展现出一派丰收的景象。,春の田野は生気に満ち、緑豊かな作物が風に揺れ、豊作の光景を見せている。
1782,舔,tiǎn,to lick; to lap,舐める,狗舔了主人的手。,犬が主人の手を舐めた。,The dog licked its owner's hand.,小狗兴奋地舔着主人的手，表达它内心的喜悦和依恋之情。,子犬は興奮して飼い主の手を舐めて、心の喜びと愛着を表現している。
1783,挑剔,tiāo ti,picky; fussy,細かく文句を言う,他挑剔每个细节。,彼は細部までこだわる。,He is picky about every detail.,他对工作中的细节挑剔，力求做到尽善尽美，赢得了领导的认可。,彼は仕事の細部にこだわり、完璧を目指して努力し、上司の認めを得た。
1784,条款,tiáo kuǎn,clause (of contract or law); CL:项[xiang4],条項,合同条款需详细阅读。,契約条項は詳しく読む必要がある。,Contract terms need to be read carefully.,合同中的条款明确规定了双方的权利义务，确保合作过程顺利进行。,契約書の条項は双方の権利と義務を明確に規定し、協力過程を円滑に進めることを保証している。
1785,条理,tiáo lǐ,arrangement; order; tidiness,条理,讲话要有条理清晰。,話すときは条理があり、明確でなければならない。,Speech should be organized and clear.,他的讲话条理清晰，逻辑严密，使听众能够轻松理解复杂的问题。,彼の話は条理がはっきりしていて論理が緻密であり、聴衆は複雑な問題を容易に理解できる。
1786,条约,tiáo yuē,treaty; pact; CL:个,条約,双方签署和平条约。,双方は平和条約に署名した。,Both sides signed a peace treaty.,两国签署了一项重要的贸易条约，促进了双边经济的合作与发展。,両国は重要な貿易条約に調印し、二国間の経済協力と発展を促進した。
1787,调和,tiáo hé,harmonious; harmony,調和する,颜色搭配要调和统一。,色の組み合わせは調和して統一されているべきだ。,Color matching should be harmonious and unified.,为了调和各方利益，政府召开了多次会议，寻求最佳的解决方案。,各方面の利益を調和するために、政府は何度も会議を開き、最適な解決策を模索した。
1788,调剂,tiáo jì,to adjust; to balance; to make up a medical prescription,調整する,医生调剂药物剂量。,医者は薬の量を調整した。,The doctor adjusted the dosage of the medicine.,医生根据患者的病情，合理调剂药物剂量，确保治疗效果最大化。,医師は患者の病状に応じて薬の投与量を適切に調節し、治療効果を最大化する。
1789,调节,tiáo jié,to adjust; to regulate; to harmonize; to reconcile (accountancy etc),調節する,空调调节室内温度。,エアコンは室内の温度を調節する。,The air conditioner regulates the indoor temperature.,空调能够自动调节室内温度，保持环境舒适，节省能源消耗。,エアコンは室内温度を自動調節し、快適な環境を保ち、エネルギー消費を節約する。
1790,调解,tiáo jiě,to mediate; to bring parties to an agreement,調停する,法官调解双方争议。,裁判官は双方の争いを調停した。,The judge mediated the dispute between both parties.,邻里纠纷通过调解委员会的努力，最终得以和平解决，恢复了和谐关系。,近隣の紛争は調停委員会の努力により、最終的に平和的に解決され、和やかな関係が回復した。
1791,调料,tiáo liào,condiment; seasoning; flavoring,調味料,厨房里堆满各种调料。,台所には様々な調味料が山積みになっている。,The kitchen is piled with various seasonings.,这道菜的调料搭配得当，既提升了食材的鲜味，又使口感更加丰富。,この料理の調味料の組み合わせは適切で、食材の旨味を引き立て、味わいをより豊かにしている。
1792,挑拨,tiǎo bō,to incite disharmony; to instigate,扇動する,他挑拨离间制造矛盾。,彼は挑発して仲間割れを引き起こした。,He stirred up discord by sowing discord.,他故意挑拨离间，制造矛盾，导致团队内部出现了严重的不信任。,彼は故意に仲間割れを煽り、対立を生み出してチーム内に深刻な不信感を引き起こした。
1793,挑衅,tiǎo xìn,to provoke; provocation,挑発する,他故意挑衅引发冲突。,彼は故意に挑発して衝突を引き起こした。,He deliberately provoked and caused a conflict.,挑衅行为不仅破坏了和平，还可能引发更大范围的冲突和对抗。,挑発行為は平和を破壊するだけでなく、より大規模な衝突や対立を引き起こす可能性がある。
1794,跳跃,tiào yuè,to jump; to leap; to bound; to skip,跳躍する,运动员跳跃过障碍。,選手は障害物を跳び越えた。,The athlete jumped over the obstacle.,运动员在赛场上不断跳跃，展现出惊人的爆发力和灵活的身体素质。,選手は競技場で絶えず跳躍し、驚異的な爆発力と柔軟な身体能力を見せている。
1795,亭子,tíng zi,pavilion,あずまや,公园里有古朴亭子。,公園には素朴な亭がある。,There is a simple pavilion in the park.,公园中央建有一个古色古香的亭子，供游客休息和欣赏周围美景。,公園の中央には趣のある古風な亭が建てられ、訪問者が休憩し周囲の美しい景色を楽しめる。
1796,停泊,tíng bó,anchorage; mooring (of a ship),停泊する,船只在港口停泊。,船は港に停泊している。,The ship is docked at the harbor.,船只在港口安全停泊，等待下一次航行的出发时间和天气状况。,船は港で安全に停泊し、次の航海の出発時間と天候を待っている。
1797,停顿,tíng dùn,pause,一時停止,他的话有短暂停顿。,彼の話には短い間の停頓がある。,There are brief pauses in his speech.,演讲途中因为技术故障，不得不短暂停顿，现场气氛一度紧张。,講演の途中で技術的なトラブルがあり、一時的に停頓せざるを得ず、現場の雰囲気は一時緊張した。
1798,停滞,tíng zhì,stagnation; at a standstill; bogged down,停滞する,经济发展出现停滞。,経済発展は停滞している。,Economic development has stagnated.,经济发展出现停滞现象，政府需要采取有效措施刺激市场活力。,経済発展に停滞現象が見られ、政府は市場の活力を刺激するために効果的な措置を講じる必要がある。
1799,挺拔,tǐng bá,tall and straight,すらりとした,松树挺拔耸立山间。,松の木は山間にそびえ立っている。,The pine trees stand tall in the mountains.,这座山峰挺拔耸立，成为登山爱好者挑战自我的理想目的地。,この山峰はすらりとそびえ立ち、登山愛好者が自分に挑戦する理想的な目的地となっている。
1800,通货膨胀,tōng huò péng zhàng,inflation,インフレ,通货膨胀影响物价上涨。,インフレーションは物価の上昇に影響を与える。,Inflation affects the rise of prices.,近年来，通货膨胀率持续上升，给居民生活和企业经营带来了巨大压力。,近年、インフレ率は持続的に上昇し、住民の生活と企業経営に大きな圧力をもたらしている。
1801,通缉,tōng jī,to order the arrest of sb as criminal; to list as wanted;,指名手配,警方发布通缉令。,警察は指名手配を発表した。,The police issued a wanted notice.,警方发布了对涉嫌多起诈骗案件的犯罪嫌疑人通缉令，希望市民积极举报线索。,警察は複数の詐欺事件に関与した容疑者の指名手配状を発表し、市民に積極的な情報提供を呼びかけている。
1802,通俗,tōng sú,common; everyday; average,通俗,这本书语言通俗易懂。,この本は言葉がわかりやすい。,This book uses simple and easy-to-understand language.,这本书语言通俗易懂，非常适合初学者阅读和理解。,この本は言葉が平易でわかりやすく、初心者の読書や理解に非常に適している。
1803,通讯,tōng xùn,communications; a news story (e.g. dispatched over the wire); CL:个,通信,现代通讯技术发展迅速。,現代の通信技術は急速に発展している。,Modern communication technology is developing rapidly.,现代通讯技术的发展极大地促进了全球信息的交流与共享。,現代の通信技術の発展は、世界中の情報交換と共有を大いに促進した。
1804,通用,tōng yòng,common (use); interchangeable,通用,人民币在国内通用。,人民元は国内で通用している。,The Renminbi is used domestically.,这种软件具有通用性，可以在不同操作系统上顺利运行。,このソフトウェアは汎用性があり、異なるオペレーティングシステム上でスムーズに動作できる。
1805,同胞,tóng bāo,born of the same parents; fellow citizen or countryman,同胞,我们都是中华同胞。,私たちは皆、中華の同胞だ。,We are all Chinese compatriots.,无论身处何地，我们都是中华民族的同胞，应当互相扶持。,どこにいても、私たちは中華民族の同胞であり、お互いに助け合うべきだ。
1806,同志,tóng zhì,comrade; homosexual (slang); CL:个,同志,革命同志齐心协力。,革命同志たちは心を一つにして協力した。,Revolutionary comrades worked together with united efforts.,在那个时代，同志之间的信任与支持尤为重要。,あの時代には、同志同士の信頼と支援が特に重要だった。
1807,童话,tóng huà,children's fairy tales,童話,孩子喜欢听童话故事。,子供は童話を聞くのが好きだ。,Children like listening to fairy tales.,小时候我最喜欢听妈妈讲各种童话故事，幻想美好的世界。,子供の頃、私は母が語る様々な童話を聞くのが一番好きで、美しい世界を想像していた。
1808,铜,tóng,copper (chemistry); see also 紅红铜[hong2 tong2]; CL:块[kuai4],銅,这件雕塑用铜铸造。,この彫刻は銅で鋳造された。,This sculpture is cast in bronze.,这座古老建筑的屋顶装饰采用了大量铜制材料，历经风雨依然光亮如新。,この古い建物の屋根装飾には大量の銅製材料が使われており、風雨にさらされてもなお光り輝いている。
1809,统筹兼顾,tǒng chóu jiān gù,an overall plan taking into account all factors,総合的配慮,项目需要统筹兼顾各方。,プロジェクトは各方面を統括して考慮する必要がある。,The project needs to coordinate and consider all parties.,面对复杂的项目，我们需要统筹兼顾，合理安排每个环节的工作进度。,複雑なプロジェクトに直面して、私たちは全体を計画しつつ各部分の作業進捗を合理的に調整する必要がある。
1810,统计,tǒng jì,statistics; to count; to add up,統計,统计数据显示增长明显。,統計データは明らかな成長を示している。,Statistical data shows a clear increase.,根据统计数据显示，今年的经济增长速度有所放缓，但整体形势依然乐观。,統計データによると、今年の経済成長速度はやや鈍化したものの、全体の状況は依然として楽観的である。
1811,统统,tǒng tǒng,totally,全部,错误统统被纠正了。,間違いはすべて訂正された。,All errors have been corrected.,会议上提出的问题统统被专家们详细解答，没有一个遗漏。,会議で提起された問題はすべて専門家によって詳細に解答され、一つも見落とされなかった。
1812,统治,tǒng zhì,to rule (a country); to govern; rule; regime,統治,政府实行严格统治。,政府は厳格な統治を実施している。,The government implements strict governance.,历史上，许多王朝通过严密的制度来维持对国家的统治。,歴史上、多くの王朝は厳密な制度を通じて国家の統治を維持してきた。
1813,投机,tóu jī,to speculate (on financial markets); opportunistic; congenial; agreeable,投機,投机行为扰乱市场秩序。,投機行為は市場秩序を乱す。,Speculative behavior disrupts market order.,他总是喜欢投机取巧，试图利用市场波动谋取暴利。,彼はいつも機を見て巧みに利益を得ようとし、市場の変動を利用して一攫千金を狙っている。
1814,投票,tóu piào,to vote; vote,投票,选民积极投票参与选举。,有権者は積極的に投票して選挙に参加した。,Voters actively cast their votes and participated in the election.,选民们积极参与投票，表达了对未来领导人的期望和要求。,有権者たちは積極的に投票に参加し、将来の指導者への期待と要求を表明した。
1815,投诉,tóu sù,complaint; to file a complaint; to sue,苦情訴訟,客户提出投诉要求赔偿。,顧客は苦情を申し立て、賠償を要求した。,The customer filed a complaint and requested compensation.,消费者对产品质量不满，正式向相关部门提出了投诉。,消費者は製品の品質に不満を持ち、正式に関係部門に苦情を申し立てた。
1816,投降,tóu xiáng,to surrender; surrender,投降,敌军最终被迫投降。,敵軍は最終的に降伏を余儀なくされた。,The enemy forces were eventually forced to surrender.,在长时间的围困后，敌军最终被迫投降，战争宣告结束。,長時間の包囲の後、敵軍は最終的に降伏を余儀なくされ、戦争は終結した。
1817,投掷,tóu zhì,to throw sth a long distance; to hurl,投げる,他用力投掷飞盘。,彼は力を込めてフリスビーを投げた。,He threw the frisbee with force.,运动员奋力投掷标枪，力求打破个人最佳成绩。,選手は懸命にやり投げをし、自己最高記録の更新を目指した。
1818,透露,tòu lù,to leak out; to divulge,漏らす,他透露了重要机密。,彼は重要な機密を漏らした。,He revealed important secrets.,他在采访中透露了公司即将推出的新产品计划，引发广泛关注。,彼はインタビューで会社がまもなく新製品を発売する計画を明かし、広く注目を集めた。
1819,秃,tū,bald; blunt,禿げる,他年纪大了头发秃了。,彼は年をとって髪が薄くなった。,He has gotten old and his hair has thinned.,年纪大了以后，他开始出现秃顶的现象，但依然精神矍铄。,年を取ってから彼は禿げ始めたが、それでもなお元気いっぱいである。
1820,突破,tū pò,to break through; to make a breakthrough; to surmount or break the back of (a task etc); (of ball sports) to break through a defense,突破,科学家突破技术难关。,科学者は技術の難関を突破した。,Scientists broke through technical difficulties.,科学家们在技术上实现了突破，推动了人工智能的发展进程。,科学者たちは技術面で突破を達成し、人工知能の発展を促進した。
1821,图案,tú àn,design; pattern,図案,设计师设计了新图案。,デザイナーは新しいデザインを考案した。,The designer created a new pattern.,这幅画的图案设计复杂精美，体现了独特的艺术风格。,この絵の模様設計は複雑で精巧であり、独特の芸術的スタイルを表現している。
1822,徒弟,tú dì,apprentice; disciple,弟子,徒弟认真学习技艺。,弟子は真剣に技術を学んでいる。,The apprentice studies the skills diligently.,作为师傅，他耐心地教导徒弟掌握各种技能和知识。,師匠として、彼は弟子に忍耐強く様々な技術と知識を教えている。
1823,涂抹,tú mǒ,to paint; to smear; to doodle,塗る,墙面需要重新涂抹。,壁面は再び塗り直す必要がある。,The wall surface needs to be repainted.,画家用颜料在画布上涂抹出丰富的色彩和层次感。,画家は絵の具をキャンバスに塗り重ねて、豊かな色彩と層次感を表現した。
1824,途径,tú jìng,way; channel,経路,寻找问题解决的途径。,問題解決の方法を探す。,Looking for ways to solve the problem.,环境保护是实现可持续发展的重要途径，需全社会共同努力。,環境保護は持続可能な発展を実現するための重要な手段であり、社会全体の共同努力が必要である。
1825,土壤,tǔ rǎng,soil,土壌,肥沃的土壤适合种植。,肥沃な土壌は栽培に適している。,Fertile soil is suitable for planting.,土壤质量的改善对农业生产和生态环境保护具有重要意义。,土壌の質の改善は農業生産と生態環境保護に重要な意義を持つ。
1826,团结,tuán jié,a rally; to hold a rally; to join forces,団結,团队成员团结一致。,チームのメンバーは団結している。,The team members are united.,只有团结一致，才能克服困难，实现共同的目标。,団結一致することでこそ困難を克服し、共通の目標を達成できる。
1827,团体,tuán tǐ,group; organization; team; CL:个,団体,参加了环保团体活动。,環境保護団体の活動に参加した。,Participated in environmental protection group activities.,这个团体致力于公益事业，积极参与社会志愿服务活动。,この団体は公益事業に取り組み、積極的に社会のボランティア活動に参加している。
1828,团圆,tuán yuán,to have a reunion;,団欒,春节家人团圆欢聚。,春節には家族が集まり楽しく過ごす。,"During the Spring Festival, family members reunite and happily gather.",春节期间，远在异乡的游子纷纷返乡与家人团圆。,春節の期間、遠く離れた故郷にいる子どもたちは次々と帰省し、家族と団欒した。
1829,推测,tuī cè,speculation; to conjecture; to surmise; to speculate,推測,根据现象推测原因。,現象に基づいて原因を推測する。,Infer the cause based on the phenomenon.,根据现有的数据，我们可以推测市场在未来几个月将持续增长。,現有のデータに基づき、市場は今後数か月間成長を続けると推測できる。
1830,推翻,tuī fān,overthrow,覆す,革命推翻旧有制度。,革命は旧体制を打倒した。,The revolution overthrew the old system.,革命力量成功推翻了腐败的旧政权，开启了新的历史篇章。,革命勢力は腐敗した旧政権を見事に打倒し、新たな歴史の章を開いた。
1831,推理,tuī lǐ,reasoning; speculative; inference,推理,侦探用推理破案。,探偵は推理を使って事件を解決した。,The detective solved the case using reasoning.,侦探通过推理分析现场证据，逐步揭开了案件的真相。,探偵は推理によって現場の証拠を分析し、徐々に事件の真相を明らかにした。
1832,推论,tuī lùn,to infer; a deduction; a corollary; a reasoned conclusion,推論,科学家提出新的推论。,科学者は新しい推論を提唱した。,Scientists proposed a new hypothesis.,科学家们根据实验数据推论出新的理论模型，解释复杂现象。,科学者たちは実験データに基づき、新しい理論モデルを推論し、複雑な現象を説明した。
1833,推销,tuī xiāo,to market; to sell,販売促進,公司积极推销产品。,会社は積極的に製品を販売している。,The company actively markets its products.,这家公司积极推销新产品，开拓了更广阔的市场空间。,この会社は積極的に新製品を販売し、より広い市場を開拓した。
1834,吞吞吐吐,tūn tūn tǔ tǔ,"to hum and haw (idiom); to mumble as if hiding sth; to speak and break off, then start again; to hold sth back;",口ごもる,他讲话吞吞吐吐不清。,彼は話すときにどもってはっきりしない。,He speaks hesitantly and unclearly.,面对记者的提问，他吞吞吐吐，没有给出明确的答复。,記者の質問に対して彼は口ごもり、はっきりとした返答をしなかった。
1835,托运,tuō yùn,to consign (goods); to check through (baggage),委託輸送,行李已托运到目的地。,荷物はすでに目的地に預けられた。,The luggage has been checked through to the destination.,旅客可以选择托运行李，以减轻随身携带的负担。,旅行者は荷物を預けることを選択でき、手持ちの負担を軽減できる。
1836,拖延,tuō yán,to adjourn; to delay; to defer; adjournment; procrastination,先延ばし,拖延时间影响效率。,時間を引き延ばすことは効率に影響する。,Delaying time affects efficiency.,他总是拖延工作进度，导致项目无法按时完成。,彼はいつも仕事の進捗を遅らせ、プロジェクトが期限通りに完成しなかった。
1837,脱离,tuō lí,to separate oneself from; to break away from; diastasis (medicine); abscission; abjunction (botany),離脱,他已脱离危险区域。,彼はすでに危険区域から離れた。,He has already left the danger zone.,年轻人希望通过努力脱离贫困，实现生活水平的提升。,若者は努力を通じて貧困から脱却し、生活水準の向上を実現したいと望んでいる。
1838,妥当,tuǒ dang,appropriate; proper; ready,適切,方案设计得很妥当。,計画は非常に適切に設計されている。,The plan is designed very appropriately.,经过反复讨论，大家认为这个方案比较妥当，可以付诸实施。,何度も議論を重ねて、皆はこの方案が比較的妥当であり、実施可能と考えた。
1839,妥善,tuǒ shàn,appropriate; proper,適切,妥善处理突发事件。,突発事件を適切に処理する。,Properly handle emergencies.,公司对客户的投诉做出了妥善处理，赢得了良好的信誉。,会社は顧客の苦情に適切に対応し、良好な評判を得た。
1840,妥协,tuǒ xié,to compromise; to reach terms; a compromise,妥協,双方达成了妥协。,双方は妥協に達した。,Both sides reached a compromise.,双方在谈判中通过妥协达成了一致意见，避免了冲突升级。,双方は交渉で妥協を通じて合意に達し、衝突の激化を回避した。
1841,椭圆,tuǒ yuán,oval; ellipse; elliptic,楕円,椭圆形的运动轨迹。,楕円形の運動軌道。,An elliptical trajectory.,数学课上老师讲解了椭圆的定义及其几何性质，内容非常深入。,数学の授業で先生は楕円の定義とその幾何学的性質を説明し、内容は非常に深かった。
1842,唾弃,tuò qì,to spurn; to disdain;,唾棄,他对腐败行为唾弃。,彼は腐敗行為を軽蔑している。,He despises corrupt behavior.,面对背叛和欺骗，他选择唾弃过去的不公与痛苦，重新开始。,裏切りと欺瞞に直面して、彼は過去の不正と苦痛を吐き捨てて、新たな出発を選んだ。
1843,哇,wa,Wow!; sound of child's crying,わあ,哇，风景真美丽！,わあ、景色が本当に美しい！,"Wow, the scenery is really beautiful!",看到孩子第一次学会走路，妈妈激动地喊了一声“哇”，充满喜悦。,子供が初めて歩くのを見て、母親は感動して「わあ」と叫び、喜びに満ちていた。
1844,挖掘,wā jué,to excavate; to dig; to unearth,掘る,考古学家挖掘遗址。,考古学者は遺跡を発掘した。,Archaeologists excavated the site.,考古学家在遗址中挖掘出许多珍贵的文物，揭示了古代文明的辉煌。,考古学者は遺跡で多くの貴重な文物を発掘し、古代文明の輝きを明らかにした。
1845,娃娃,wá wa,baby; small child; doll,赤ちゃん,娃娃正在熟睡中。,赤ちゃんはぐっすり眠っている。,The baby is sleeping soundly.,孩子们拿着各式各样的娃娃，开心地在公园里玩耍。,子どもたちはさまざまな人形を持って、公園で楽しそうに遊んでいる。
1846,瓦解,wǎ jiě,to collapse; to disintegrate; to crumble,瓦解,敌军迅速瓦解溃散。,敵軍は迅速に瓦解し崩壊した。,The enemy forces quickly disintegrated and collapsed.,由于内部矛盾激化，组织最终瓦解，成员各奔东西。,内部の対立が激化したため、組織は最終的に瓦解し、メンバーはそれぞれ別の道を歩んだ。
1847,歪曲,wāi qū,to distort; to misrepresent,歪曲,他歪曲了事实真相。,彼は事実の真相を歪曲した。,He distorted the truth of the facts.,媒体报道被指责歪曲事实，误导了公众的认知。,メディアの報道は事実を歪曲し、一般の認識を誤らせたと非難された。
1848,外表,wài biǎo,external; outside; outward appearance,外見,外表并不能代表全部。,外見はすべてを代表するわけではない。,The appearance does not represent everything.,他虽然外表普通，但内心却充满了坚定的信念和热情。,彼は見た目は普通だが、内心は固い信念と情熱に満ちている。
1849,外行,wài háng,layman; amateur,素人,他是这方面的外行。,彼はこの分野の素人だ。,He is an outsider in this field.,作为外行，他对这项专业技术的理解还很有限，需要进一步学习。,素人として、彼はこの専門技術の理解がまだ限られており、さらなる学習が必要だ。
1850,外界,wài jiè,the outside world; external,外界,外界环境影响心情。,外部環境は気分に影響を与える。,The external environment affects mood.,外界的压力并没有影响他的决心，反而激励他更加努力奋斗。,外部からのプレッシャーは彼の決意に影響を与えず、むしろ一層の努力を促した。
1851,外向,wài xiàng,outward-looking; extrovert; extroverted (personality); export-oriented (economy),社交的,他性格外向，善于交际。,彼は性格が明るく、社交が得意です。,He has an outgoing personality and is good at socializing.,他的性格非常外向，善于与各种不同背景的人打交道，社交能力极强。,彼の性格は非常に外交的で、さまざまな異なる背景の人々と上手く付き合い、社交能力が非常に高い。
1852,丸,wán,pill,丸薬,医生给他开了止痛丸。,医者は彼に痛み止めの薬を処方しました。,The doctor prescribed him painkillers.,这些药丸每日按时服用，有助于疾病的快速恢复与治疗。,これらの薬の錠剤は毎日決まった時間に服用すると、病気の早期回復と治療に役立つ。
1853,完备,wán bèi,faultless; complete; perfect; to leave nothing to be desired,完備,资料完备，便于研究。,資料は完備しており、研究に便利です。,"The materials are complete, making research convenient.",该项目的准备工作已经完备，具备了正式启动的所有条件和资源。,このプロジェクトの準備作業はすでに完備しており、正式に開始するためのすべての条件と資源が整っている。
1854,完毕,wán bì,to finish; to end; to complete,終了,会议已经完毕，请散会。,会議はすでに終了しました。解散してください。,The meeting has ended; please disperse.,会议于下午五点正式完毕，所有议题都得到了充分讨论。,会議は午後5時に正式に終了し、すべての議題が十分に議論された。
1855,玩弄,wán nòng,to play with; to engage in; to resort to; to dally with,弄玩,他喜欢玩弄语言的技巧。,彼は言葉の技巧を弄ぶのが好きです。,He likes to play with the art of language.,他喜欢玩弄文字游戏，经常用巧妙的语言来表达含义。,彼は言葉遊びを楽しみ、巧妙な言葉で意味を表現することがよくある。
1856,玩意儿,wán yì r,"toy; plaything; thing; act; trick (in a performance, stage show, acrobatics etc)",玩具,孩子们在玩意儿店里挑选。,子供たちはおもちゃ屋で選んでいます。,The children are choosing in the toy store.,这款新出的玩意儿设计独特，深受年轻消费者的喜爱。,この新しく発売された玩具はデザインが独特で、若い消費者に非常に人気がある。
1857,顽固,wán gù,stubborn; obstinate,頑固,他对意见十分顽固不化。,彼は意見に非常に頑固です。,He is very stubborn about his opinions.,尽管面对困难，他依然顽固地坚持自己的信念和原则。,困難に直面しても、彼は頑固に自分の信念と原則を貫いている。
1858,顽强,wán qiáng,tenacious; hard to defeat,頑強,她展现出顽强的生命力。,彼女は強い生命力を示しました。,She showed tenacious vitality.,她表现出顽强的毅力，最终克服了学习上的所有障碍。,彼女は強靭な意志力を示し、最終的に学習上のすべての障害を克服した。
1859,惋惜,wǎn xī,to feel sorry for a person over sth that should have happened,惜しむ,大家对逝者深感惋惜。,皆は故人を深く惜しんでいます。,Everyone deeply mourns the deceased.,听到他的不幸遭遇，大家都感到十分惋惜和同情。,彼の不幸な出来事を聞いて、皆とても残念に思い同情した。
1860,挽回,wǎn huí,to retrieve; to redeem,挽回,努力挽回失去的信任。,失った信頼を一生懸命取り戻しています。,Making great efforts to regain lost trust.,公司及时采取措施，成功挽回了因管理不善造成的损失。,会社は適時に措置を講じ、管理の不備によって生じた損失をうまく挽回した。
1861,挽救,wǎn jiù,to save; to remedy; to rescue,救助,紧急情况需及时挽救。,緊急事態は速やかに救わなければなりません。,Emergency situations require timely rescue.,医护人员全力以赴，成功挽救了危重病人的生命。,医療スタッフは全力を尽くし、重症患者の命を無事に救った。
1862,万分,wàn fēn,very much; extremely; one ten thousandth part,非常に,他对结果万分满意。,彼は結果に非常に満足しています。,He is extremely satisfied with the result.,对于您的帮助，我们表示万分感谢，无法用言语表达我们的心意。,あなたのご助力に対して、私たちは非常に感謝しており、言葉では気持ちを表現できません。
1863,往常,wǎng cháng,habitually in the past; as one used to do formerly; as it used to be,以前,往常这里人山人海。,普段ここは人であふれています。,This place is usually crowded with people.,往常他总是按时完成工作，但最近似乎有些拖延。,彼は普段はいつも時間通りに仕事を終えていたが、最近は少し遅れ気味のようだ。
1864,往事,wǎng shì,past events; former happenings,過去,往事历历在目，难忘。,過去の出来事が鮮明に思い出され、忘れられません。,Past events are vivid in mind and unforgettable.,往事历历在目，让人既感怀念又有些伤感。,昔の出来事が鮮明に思い出され、懐かしさと少しの切なさを感じさせる。
