No.,Chinese,Pinyin,English,Japanese,Example,Example_Japanese,Example_English,Long_Example,Long_Example_Japanese
1058,信号,xìn hào,signal,信号,手机信号在这里很弱。,ここでは携帯の電波がとても弱いです。,The mobile signal is very weak here.,手机信号在山区往往比较弱，影响了正常的通讯质量。,携帯電話の電波は山間部ではしばしば弱く、正常な通信品質に影響を与える。
1059,信任,xìn rèn,to trust; to have confidence in,信頼,我们之间建立了信任。,私たちの間には信頼が築かれています。,Trust has been established between us.,团队成员之间的信任是项目顺利完成的关键因素。,チームメンバー間の信頼はプロジェクトを順調に完了させるための重要な要素である。
1060,形成,xíng chéng,to form; to take shape,形成,风暴逐渐形成并加强。,嵐が徐々に形成され、強まっています。,The storm is gradually forming and intensifying.,长时间的积累和实践终于形成了他独特的工作方法。,長い時間の蓄積と実践によって、彼独自の仕事のやり方が形成された。
1061,形容,xíng róng,to describe; description; appearance; look,形容,她很难用言语形容。,彼女は言葉で表現するのが難しいです。,She is hard to describe in words.,他用生动的语言形容了那次旅行中的美丽风景。,彼は生き生きとした言葉であの旅行中の美しい風景を形容した。
1062,形势,xíng shì,circumstances; situation; terrain (topography); CL:个,形勢,当前形势十分复杂。,現在の状況は非常に複雑です。,The current situation is very complex.,当前国际形势复杂多变，各国需加强合作共应挑战。,現在の国際情勢は複雑かつ変動が激しく、各国は協力を強化して共に挑戦に対応する必要がある。
1063,形式,xíng shì,shape; outer appearance; form; CL:个,形式,会议采用线上形式举行。,会議はオンライン形式で開催されます。,The meeting is held in an online format.,会议以视频形式举行，方便了远程参与的代表们。,会議はビデオ形式で開催され、遠隔参加の代表者たちに便利だった。
1064,形象,xíng xiàng,image; form; figure; visualization; vivid; CL:个,イメージ,他的形象非常专业。,彼のイメージは非常にプロフェッショナルです。,His image is very professional.,广告中的形象设计直接影响消费者对品牌的认知和好感。,広告のイメージデザインは消費者のブランドに対する認識と好感に直接影響する。
1065,形状,xíng zhuàng,form; shape; CL:个,形状,这块石头形状很特别。,この石の形はとても特別です。,The shape of this stone is very unique.,这个雕塑的形状独特，吸引了许多游客驻足观赏。,この彫刻の形状は独特で、多くの観光客が足を止めて鑑賞した。
1066,行动,xíng dòng,action; to move; operation; mobile; CL:个,行動,采取行动解决问题吧。,問題を解決するために行動を起こしましょう。,Let's take action to solve the problem.,面对突发事件，政府迅速采取行动保障公众安全。,突発事態に直面して、政府は迅速に行動を起こして公共の安全を保障した。
1067,行人,xíng rén,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor,歩行者,行人请走人行道。,歩行者は歩道を歩いてください。,Pedestrians please walk on the sidewalk.,在繁忙的市中心，行人需要特别注意交通安全。,繁華な市の中心部では、歩行者は特に交通安全に注意する必要がある。
1068,行为,xíng wéi,behavior; conduct; activity; action,行為,他的行为非常不礼貌。,彼の行動は非常に失礼です。,His behavior is very rude.,他的行为表现出极强的责任感和团队合作精神。,彼の行動は強い責任感とチームワーク精神を示している。
1069,幸亏,xìng kuī,fortunately; luckily,幸い,幸亏你及时赶到现场。,あなたが現場に間に合って本当に良かったです。,"Fortunately, you arrived at the scene in time.",幸亏天气预报准确，我们才及时带了雨具避免淋雨。,天気予報が正確で幸いだったので、私たちは雨具を持ってきて濡れるのを避けられた。
1070,幸运,xìng yùn,fortunate; fortune; luck,幸運,今天真是非常幸运。,今日は本当にとても運が良いです。,Today is really very lucky.,他在比赛中表现出色，真是个幸运的年轻人。,彼は試合で素晴らしいパフォーマンスを見せ、本当に幸運な若者だ。
1071,性质,xìng zhì,nature; characteristic; CL:个,性質,这种材料性质很特殊。,この材料の性質はとても特殊です。,The nature of this material is very special.,了解产品的性质有助于更好地进行市场定位和推广。,製品の性質を理解することは、市場でのポジショニングやプロモーションをより良く行うのに役立つ。
1072,兄弟,xiōng dì,older and younger brother; brothers; brotherly; fraternal; CL:个,兄弟,他们是关系亲密的兄弟。,彼らは親しい兄弟の関係です。,They are close brothers.,他们像亲兄弟一样互相支持，共同面对生活的挑战。,彼らはまるで本当の兄弟のようにお互いを支え合い、共に人生の挑戦に立ち向かっている。
1073,胸,xiōng,chest; bosom; heart; mind; thorax,胸,他胸口疼痛需要检查。,彼は胸が痛くて検査が必要です。,He has chest pain and needs an examination.,感到胸口剧烈疼痛时，应立即就医以排除心脏疾病可能。,胸の激しい痛みを感じたら、心臓病の可能性を除外するためにすぐに医療機関を受診すべきだ。
1074,休闲,xiū xián,leisure; relaxation; not working; idle,余暇,周末我喜欢休闲娱乐。,週末はリラックスして楽しむのが好きです。,I like to relax and entertain myself on weekends.,周末我喜欢去公园散步，享受轻松的休闲时光。,週末は公園に散歩に行って、ゆったりとしたレジャータイムを楽しむのが好きだ。
1075,修改,xiū gǎi,to amend; to alter; to modify,修正,请修改这篇文章内容。,この記事の内容を修正してください。,Please revise the content of this article.,请根据老师的建议修改论文中的错误和不足之处。,先生のアドバイスに基づいて、論文の誤りや不足部分を修正してください。
1076,虚心,xū xīn,modest; open-minded,謙虚,她为人虚心好学。,彼女は謙虚で学ぶ意欲があります。,She is humble and eager to learn.,他对别人的批评总是虚心接受，积极改进自己。,彼は他人の批判をいつも謙虚に受け入れ、積極的に自分を改善している。
1077,叙述,xù shù,to relate (a story or information); to tell or talk about; to recount; narration; telling; narrative; account,叙述,他详细叙述了事件经过。,彼は事件の経緯を詳しく述べました。,He described the course of events in detail.,这篇文章详细叙述了历史事件的经过和影响。,この記事は歴史的な出来事の経緯と影響を詳しく叙述している。
1078,宣布,xuān bù,to declare; to announce; to proclaim,発表,公司宣布了新计划。,会社は新しい計画を発表しました。,The company announced a new plan.,公司正式宣布将于下个月推出全新产品系列。,会社は来月に新しい製品シリーズを発売すると正式に発表した。
1079,宣传,xuān chuán,to disseminate; to give publicity to; propaganda; CL:个,宣伝,宣传活动吸引了很多人。,宣伝活動は多くの人を引きつけました。,The promotional event attracted many people.,政府通过多种渠道宣传环保理念，提高公众环保意识。,政府は様々な手段で環境保護の理念を宣伝し、一般市民の環境意識を高めている。
1080,学历,xué lì,educational background; academic qualifications,学歴,他的学历非常优秀。,彼の学歴は非常に優秀です。,His academic background is excellent.,在招聘时，学历是企业考虑的重要条件之一。,採用の際、学歴は企業が考慮する重要な条件の一つである。
1081,学术,xué shù,learning; science; academic; CL:个,学術,学术讨论促进知识发展。,学術的な議論は知識の発展を促進します。,Academic discussions promote the development of knowledge.,他在学术领域取得了显著成果，发表了多篇有影响力的论文。,彼は学術分野で顕著な成果を上げ、影響力のある論文を多数発表した。
1082,学问,xué wèn,learning; knowledge; academic; CL:个,学問,他在学问上很有造诣。,彼は学問において非常に造詣が深いです。,He has profound knowledge in academics.,不断积累学问是提升个人综合素质的有效途径。,学問を絶えず積み重ねることは、個人の総合的な素質を高める有効な方法である。
1083,血,xuè,"blood; CL:滴[di1] ,片[pian4]",血,伤口流了很多血。,傷口からたくさん血が流れました。,The wound bled a lot.,受伤后，血流得很快，需要及时止血处理。,怪我をした後、血が速く流れているので、すぐに止血処理が必要だ。
1084,寻找,xún zhǎo,to seek; to look for,探す,我一直在寻找机会。,私はずっとチャンスを探しています。,I have been looking for opportunities.,他花了很长时间寻找失散多年的亲人，终于有了线索。,彼は長い時間をかけて何年も離ればなれになっていた親族を探し、ついに手がかりを得た。
1085,询问,xún wèn,to inquire,問い合わせ,请你询问相关信息。,関連情報を問い合わせてください。,Please inquire about the relevant information.,遇到不懂的问题时，及时向老师询问是非常重要的。,わからない問題に直面したとき、すぐに先生に質問することが非常に重要だ。
1086,训练,xùn liàn,to train; to drill; training; CL:个,訓練,运动员每天训练严格。,選手は毎日厳しくトレーニングしています。,The athlete trains strictly every day.,经过严格训练，他的体能和技能都有了明显提升。,厳しい訓練を経て、彼の体力と技術には明らかな向上が見られた。
1087,迅速,xùn sù,rapid; speedy; fast,迅速,他迅速做出了决定。,彼は素早く決断を下しました。,He made a decision quickly.,救援队迅速赶到现场，展开了紧急救助行动。,救援隊は迅速に現場に到着し、緊急救助活動を開始した。
1088,押金,yā jīn,deposit; cash pledge,保証金,租房时需要交押金。,賃貸するときは保証金を支払う必要があります。,You need to pay a deposit when renting a house.,租房时通常需要支付押金，以保障房东的权益。,賃貸契約の際には通常、家主の権益を保障するために保証金の支払いが必要である。
1089,牙齿,yá chǐ,tooth; dental; CL:顆|颗[ke1];,歯,牙齿健康很重要。,歯の健康はとても重要です。,Dental health is very important.,牙齿健康对整体身体健康有着重要影响，需定期检查。,歯の健康は全身の健康に重要な影響を与えるため、定期的な検査が必要だ。
1090,严肃,yán sù,solemn; solemnity,厳格,老师对学生很严肃。,先生は生徒に対してとても厳しいです。,The teacher is very strict with the students.,他在会议上表现得非常严肃，认真听取每个人的意见。,彼は会議で非常に厳粛に振る舞い、皆の意見を真剣に聞いていた。
1091,延长,yán cháng,to prolong; to extend; to delay,延長,会议时间被延长了。,会議の時間が延長されました。,The meeting time was extended.,为了完成项目，经理决定延长工作时间和进度安排。,プロジェクトを完成させるために、マネージャーは勤務時間とスケジュールの延長を決定した。
1092,演讲,yǎn jiǎng,lecture; to make a speech,演説,他在会上做了演讲。,彼は会議でスピーチをしました。,He gave a speech at the meeting.,他在国际会议上发表了精彩的演讲，赢得了广泛赞誉。,彼は国際会議で素晴らしい演説を行い、広く称賛を受けた。
1093,宴会,yàn huì,"banquet; feast; dinner party; CL:席[xi2] ,个",宴会,今晚参加了一个宴会。,今晩、宴会に参加しました。,I attended a banquet tonight.,公司举办的年度宴会为员工提供了交流和放松的机会。,会社が開催した年次宴会は、社員に交流とリラックスの機会を提供した。
1094,阳台,yáng tái,balcony; porch,バルコニー,阳台上种满了花草。,バルコニーには花や草がいっぱい植えられています。,The balcony is full of flowers and plants.,阳台上种满了各种花草，成为家中最美丽的角落。,ベランダには様々な花や草が植えられ、家の中でも一番美しい場所になっている。
1095,痒,yǎng,to itch; to tickle,かゆい,蚊子咬后很痒。,蚊に刺されるととてもかゆいです。,It itches a lot after being bitten by mosquitoes.,因为过敏，他的皮肤开始发痒，忍不住抓了起来。,アレルギーのために彼の肌がかゆくなり、我慢できずにかいてしまった。
1096,样式,yàng shì,type; style,様式,这款衣服设计样式新颖。,この服のデザインは斬新です。,This clothing design is novel.,这款服装设计独特，样式新颖，深受年轻人的喜爱。,この服はデザインが独特で、スタイルも新しく、若者に非常に好まれている。
1097,腰,yāo,waist; lower back; pocket; middle; loins,腰,他腰疼需要休息。,彼は腰が痛くて休む必要があります。,He has a backache and needs to rest.,长时间坐着工作容易导致腰部不适，需要适当活动。,長時間座って仕事をすると腰に不快感が生じやすいため、適度な運動が必要だ。
1098,摇,yáo,to shake; to rock; to row; to crank,揺れる,树叶在风中摇摆。,木の葉が風に揺れています。,The leaves are swaying in the wind.,小孩子喜欢摇晃玩具，以此来吸引注意力和娱乐自己。,子どもはおもちゃを揺らすのが好きで、それによって注意を引き、自分を楽しませている。
1099,咬,yǎo,to bite; to nip,噛む,小狗喜欢咬玩具。,子犬はおもちゃを噛むのが好きです。,The puppy likes to bite toys.,狗看到陌生人时，有时会表现出咬人的行为以示警告。,犬は見知らぬ人を見ると、時には警告として噛む行動を示すことがある。
1100,要不,yào bù,"otherwise; or; or else; how about...? (one choice or the other); either this, or else...",さもなければ,快点走，要不迟到。,早く行こう、さもないと遅刻するよ。,"Hurry up, or you'll be late.",我们快点出发，要不然就赶不上火车了。,早く出発しよう、そうしないと電車に間に合わなくなるよ。
1101,业务,yè wù,vocational work; professionnal work; business CL:个,業務,他的业务很专业。,彼の業務はとても専門的です。,His business is very professional.,这家公司的业务范围涵盖了国际贸易和电子商务两个领域。,この会社の業務範囲は国際貿易と電子商取引の二つの分野を含んでいます。
1102,业余,yè yú,in one's spare time; outside working hours; amateur; non professional; extra-curricular,余暇,业余时间学习书法。,余暇に書道を学びます。,I study calligraphy in my spare time.,他虽然是业余爱好者，但在摄影方面的作品非常出色。,彼はアマチュアですが、写真の作品は非常に優れています。
1103,夜,yè,night; evening,夜,夜晚星光很美。,夜の星空はとても美しいです。,The stars at night are very beautiful.,夜深人静时，他总喜欢独自一人思考人生的意义。,夜が深く人が静かな時、彼はいつも一人で人生の意味を考えるのが好きです。
1104,依然,yī rán,as before; still,依然,他依然坚持梦想。,彼は依然として夢を持ち続けています。,He still persists in his dreams.,尽管遇到了很多困难，他依然坚持完成了所有的任务。,多くの困難に直面したにもかかわらず、彼は依然としてすべての任務をやり遂げました。
1105,一辈子,yí bèi zi,(for) a lifetime,一生,他一辈子忠于家庭。,彼は一生家族に忠実です。,He is loyal to his family for his whole life.,他发誓要用一辈子的时间来追求自己的梦想。,彼は一生の時間をかけて自分の夢を追いかけることを誓いました。
1106,一旦,yí dàn,"in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day",一旦,一旦决定就行动。,一度決めたら行動します。,"Once decided, take action.",一旦决定了目标，就应该全力以赴去实现它。,一度目標を決めたら、それを実現するために全力を尽くすべきです。
1107,一律,yí lv4,uniformly; same; all; without exception,一律,规章制度一律执行。,規則や制度は一律に実行されます。,Rules and regulations are uniformly enforced.,公司对于所有员工的考勤规定一律严格执行，绝不例外。,会社はすべての社員の勤怠規則を一律に厳格に実施し、例外は一切ありません。
1108,一再,yí zài,repeatedly,何度も,他一再请求帮助。,彼は何度も助けを求めました。,He repeatedly asked for help.,他一再强调团队合作的重要性，希望大家能够互相支持。,彼はチームワークの重要性を何度も強調し、みんなが互いに支え合うことを望んでいます。
1109,一致,yí zhì,unanimous; identical (views or opinions),一致,大家意见一致通过。,皆の意見は一致して承認されました。,Everyone's opinions were unanimously approved.,经过多次讨论，大家对项目的方案达成了一致意见。,何度も議論を重ねて、みんながプロジェクトの計画について一致した意見に達しました。
1110,疑问,yí wèn,a question; something not understood; to query; interrogative (gramm.); CL:个,疑問,你有任何疑问吗？,何か疑問はありますか？,Do you have any questions?,对于他的说法，我心中仍有很多疑问需要进一步澄清。,彼の言ったことについて、私の心にはまだ多くの疑問があり、さらに明確にする必要があります。
1111,移动,yí dòng,to move; movement; migration; mobile; portable,移動,手机可以自由移动。,携帯電話は自由に移動できます。,Mobile phones can move freely.,随着科技的发展，移动支付已经成为人们生活中不可或缺的一部分。,技術の発展とともに、モバイル決済は人々の生活に欠かせない一部となりました。
1112,移民,yí mín,to immigrate; to migrate; emigrant; immigrant,移民,他们计划移民国外。,彼らは海外に移住する計画です。,They plan to immigrate abroad.,近年来，许多年轻人选择移民到海外寻找更好的发展机会。,ここ数年、多くの若者がより良い発展の機会を求めて海外へ移民を選んでいます。
1113,遗憾,yí hàn,to regret; regret; pity; sorry,遺憾,错过机会很遗憾。,チャンスを逃してとても残念です。,It is regrettable to miss the opportunity.,错过了这次面试机会，他感到非常遗憾和失落。,この面接の機会を逃して、彼は非常に残念で落胆しました。
1114,乙,yǐ,"second in order; second of 10 heavenly stems 十天干; letter 'B' or roman 'II' in list 'A, B, C', or 'I, II, III' etc; second party (in legal contract, usually 乙方[yi3 fang1] , as opposed to 甲方[jia3 fang1]); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)",乙,合同中有乙方责任。,契約には乙方の責任があります。,The contract includes the responsibilities of Party B.,在化学实验中，乙类物质需要特别小心地进行处理。,化学実験では、乙類物質は特に注意して取り扱う必要があります。
1115,以及,yǐ jí,as well as; too; and,および,会议包括报告以及讨论。,会議には報告および討論が含まれます。,The meeting includes reports and discussions.,会议讨论了公司的发展战略以及市场拓展的具体计划。,会議では会社の発展戦略および市場拡大の具体的な計画について議論しました。
1116,以来,yǐ lái,since (a previous event),以来,毕业以来他很努力。,卒業以来、彼はとても努力しています。,He has been working hard since graduation.,自从去年以来，他的工作表现有了显著的提升。,去年以来、彼の仕事のパフォーマンスは著しく向上しました。
1117,义务,yì wù,duty; obligation; commitment; volunteer duty; mandatory; voluntary; CL:项[xiang4],義務,每个人都有义务守法。,誰もが法律を守る義務があります。,Everyone has the obligation to obey the law.,作为学生义务，大家应该遵守学校的规章制度，认真学习。,学生としての義務として、みんなは学校の規則を守り、真剣に勉強すべきです。
1118,亿,yì,"a hundred million; 100,000,000; many",億,人口超过十四亿。,人口は14億を超えています。,The population exceeds 1.4 billion.,中国的人口已经超过了十四亿，达到世界第一的位置。,中国の人口はすでに14億を超え、世界第一の地位に達しています。
1119,意外,yì wài,unexpected; accident; mishap; CL:个,意外,发生了意外事故。,事故が発生しました。,An accident occurred.,这场突如其来的意外让整个团队措手不及，陷入了混乱。,この突然の事故でチーム全体が不意を突かれ、混乱に陥りました。
1120,意义,yì yì,meaning; significance; CL:个,意味,这句话有深刻意义。,この言葉には深い意味があります。,This sentence has profound meaning.,这本书对于理解现代哲学的发展具有重要的意义。,この本は現代哲学の発展を理解する上で重要な意義を持っています。
1121,议论,yì lùn,to comment; to talk about; to discuss; discussion; CL:个,議論,大家议论纷纷不断。,皆が次々と議論しています。,Everyone is discussing continuously.,他们在会议上对政策的利弊进行了热烈的议论和分析。,彼らは会議で政策の利点と欠点について熱烈に議論し分析しました。
1122,因而,yīn ér,"therefore; as a result; thus; and as a result,...",したがって,天气不好因而取消。,天気が悪いため中止になりました。,It was canceled because of bad weather.,项目进展顺利，因而公司决定提前完成既定目标。,プロジェクトは順調に進んでいるため、会社は予定の目標を前倒しで達成することにしました。
1123,因素,yīn sù,element; factor; CL:个,要素,成功的因素很多。,成功の要因は多いです。,There are many factors for success.,环境保护是影响生态平衡的重要因素之一，不能忽视。,環境保護は生態バランスに影響を与える重要な要素の一つであり、無視できません。
1124,银,yín,silver; silver-colored; relating to money or currency,銀,这条项链是银制。,このネックレスは銀製です。,This necklace is made of silver.,他腰间挂着一个银质的怀表，显得格外有品味。,彼は腰に銀製の懐中時計をぶら下げていて、とても趣味が良さそうに見えます。
1125,印刷,yìn shuā,to print; printing,印刷,书籍已经印刷完成。,書籍はすでに印刷が完了しています。,The books have already been printed.,这家印刷厂采用了最新的技术来保证印刷质量。,この印刷工場は最新の技術を採用して印刷の品質を保証しています。
1126,英俊,yīng jùn,handsome; brilliant; smart,英俊,他长得非常英俊。,彼はとてもハンサムに見えます。,He looks very handsome.,他不仅英俊潇洒，而且才华横溢，深受大家喜欢。,彼はハンサムでさわやかなだけでなく、才能も豊かで、みんなに好かれています。
1127,英雄,yīng xióng,hero; heroic; CL:个,英雄,他是战争英雄。,彼は戦争の英雄です。,He is a war hero.,历史上的英雄人物常常激励着后人勇敢面对挑战。,歴史上の英雄たちは後の人々に勇敢に挑戦に立ち向かうように激励しています。
1128,营养,yíng yǎng,nutrition; nourishment; CL:种[zhong3],栄養,蔬菜营养丰富健康。,野菜は栄養豊富で健康的です。,Vegetables are nutritious and healthy.,均衡的营养摄入对于保持身体健康至关重要。,バランスの取れた栄養摂取は健康な体を維持するために非常に重要です。
1129,营业,yíng yè,to do business; to trade,営業,商店每天正常营业。,店は毎日通常営業しています。,The store operates normally every day.,这家超市每天营业时间从早上八点到晚上十点。,このスーパーの営業時間は毎日朝8時から夜10時までです。
1130,迎接,yíng jiē,to meet; to welcome; to greet,迎える,我们去机场迎接他。,私たちは空港へ彼を迎えに行きます。,We go to the airport to pick him up.,学校为迎接新学期做了充分的准备工作，气氛热烈。,学校は新学期を迎えるために十分な準備を行い、雰囲気は熱気にあふれています。
1131,影子,yǐng zi,shadow; reflection; indication; influence; CL:个,影,树下有一个影子。,木の下に影があります。,There is a shadow under the tree.,他在黑暗中看到自己的影子，感到既陌生又亲切。,彼は暗闇の中で自分の影を見て、知らない感じもありながら親しみも感じました。
1132,应付,yìng fu,to deal with; to cope,対処,他能应付各种问题。,彼はあらゆる問題に対応できます。,He can handle various problems.,面对突发的情况，他能够冷静应付，处理得当。,突然の状況に直面しても、彼は冷静に対処し、適切に処理しました。
1133,应用,yìng yòng,to use; to apply; application; applicable,応用,理论要应用于实践。,理論は実践に応用しなければなりません。,Theory must be applied to practice.,这款软件的应用范围非常广泛，适合多个行业使用。,このソフトウェアの応用範囲は非常に広く、複数の業界に適しています。
1134,硬,yìng,hard; able (person); stiff; strong; firm; to manage to do sth with difficulty; good (quality); able (person),硬い,这块石头很硬。,この石はとても硬いです。,This stone is very hard.,这块钢板非常硬，不容易被划伤或变形。,この鋼板は非常に硬く、傷ついたり変形したりしにくいです。
1135,硬件,yìng jiàn,hardware,ハードウェア,电脑硬件需要升级。,コンピューターのハードウェアはアップグレードが必要です。,Computer hardware needs to be upgraded.,电脑的硬件配置直接影响运行速度和性能表现。,パソコンのハードウェアの構成は動作速度と性能の表れに直接影響を与えます。
1136,拥抱,yōng bào,to embrace; to hug; to hold in one's arms,抱擁,他们热情地拥抱。,彼らは熱心に抱き合いました。,They embraced warmly.,在朋友久别重逢的那一刻，他们热情地拥抱在一起。,友人との久しぶりの再会の瞬間、彼らは熱心に抱き合いました。
1137,拥挤,yōng jǐ,to be crowded; to throng; to push and squeeze; congestion,混雑,地铁很拥挤不舒服。,地下鉄はとても混んでいて不快です。,The subway is very crowded and uncomfortable.,节假日期间，市中心的街道总是非常拥挤，交通堵塞严重。,祝日には市の中心街はいつも非常に混雑し、交通渋滞がひどいです。
1138,勇气,yǒng qì,courage; valor; (to have) the nerve,勇気,面对困难要有勇气。,困難に直面して勇気を持つべきです。,You should have courage when facing difficulties.,面对困难，他从未失去过勇气，始终积极面对挑战。,困難に直面しても、彼は決して勇気を失わず、常に積極的に挑戦に向かっています。
1139,用功,yòng gōng,to study hard; industrious (in one's studies); to make great effort; diligent,努力,他学习非常用功。,彼はとても熱心に勉強しています。,He studies very diligently.,她学习非常用功，每天坚持复习和预习，成绩优异。,彼女はとても勉強熱心で、毎日復習と予習を続けていて、成績は優秀です。
1140,用途,yòng tú,use; application,用途,这种材料用途广泛。,この材料は用途が広いです。,This material has a wide range of uses.,这种材料的用途非常广泛，可以用来制造各种日用品。,この材料の用途は非常に広く、さまざまな日用品の製造に使えます。
1141,优惠,yōu huì,preferential; favorable,優遇,会员享受优惠政策。,会員は優遇政策を享受します。,Members enjoy preferential policies.,商场推出了多种优惠活动，吸引了大量顾客前来购物。,デパートはさまざまな割引キャンペーンを展開し、多くの顧客を引きつけました。
1142,优美,yōu měi,graceful; fine; elegant,優美,风景优美令人心旷。,風景は美しくて心が晴れやかになります。,The scenery is beautiful and refreshing.,这首歌曲旋律优美，深受年轻人的喜爱。,この歌は旋律が美しく、若者に非常に人気があります。
1143,优势,yōu shì,superiority; dominance; advantage,優勢,我们有技术优势。,私たちは技術的な優位性があります。,We have a technological advantage.,公司凭借自身的优势，在市场竞争中取得了领先地位。,会社は自社の優位性を活かして、市場競争でリードの地位を獲得しました。
1144,悠久,yōu jiǔ,"established; long (about culture, tradtition, history)",悠久,这座城市历史悠久。,この都市は歴史が古いです。,This city has a long history.,这座古城有着悠久的历史和丰富的文化遗产。,この古都は悠久の歴史と豊かな文化遺産を持っています。
1145,油炸,yóu zhá,to deep fry,油揚げ,油炸食品不健康。,揚げ物は健康に良くありません。,Fried food is unhealthy.,油炸食品虽然美味，但应注意适量摄入，避免健康问题。,揚げ物は美味しいですが、適量を摂取し健康問題を避けるべきです。
1146,游览,yóu lǎn,to go sight-seeing; to tour; to visit; CL:次[ci4],観光,假期去北京游览。,休暇に北京を観光します。,I will visit Beijing during the holiday.,假期期间，很多游客选择去名胜古迹游览，感受历史文化。,休暇期間、多くの観光客が名勝古跡を訪れて歴史文化を感じています。
1147,犹豫,yóu yù,to hesitate,躊躇,他犹豫是否参加。,彼は参加するかどうか迷っています。,He hesitates whether to participate.,面对重要选择，他犹豫不决，反复权衡利弊。,重要な選択に直面して、彼はためらって決められず、利害を何度も比較検討しました。
1148,有利,yǒu lì,advantageous; to have advantages; favorable,有利,投资环境非常有利。,投資環境は非常に有利です。,The investment environment is very favorable.,合理的政策能够带来经济发展的有利条件，促进社会稳定。,合理的な政策は経済発展に有利な条件をもたらし、社会の安定を促進します。
1149,幼儿园,yòu ér yuán,kindergarten; nursery school,幼稚園,孩子在幼儿园学习。,子供は幼稚園で学んでいます。,The child studies in kindergarten.,幼儿园不仅注重孩子们的智力开发，还关注他们的情感培养。,幼稚園は子供たちの知能開発だけでなく、感情の育成にも注意を払っています。
1150,娱乐,yú lè,to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy,娯楽,音乐是我的娱乐。,音楽は私の娯楽です。,Music is my entertainment.,周末的时候，他们常去公园娱乐，放松身心，增进友谊。,週末には彼らはよく公園で娯楽を楽しみ、心身をリラックスさせ、友情を深めます。
1151,与其,yǔ qí,"rather than...; 與与其 A 不如 B (rather than A, better to B)",～よりも,与其抱怨，不如努力。,不平を言うより努力したほうがいい。,"Instead of complaining, it's better to work hard.",与其抱怨环境不好，不如积极改变自己的态度和行为。,環境が悪いと不平を言うより、自分の態度と行動を積極的に変えたほうがいい。
1152,语气,yǔ qì,tone; manner of speaking; mood; CL:个,口調,他说话语气很温和。,彼の話し方はとても穏やかだ。,He speaks in a very gentle tone.,他说话的语气虽然温和，但内心充满了坚定的信念。,彼の話し方の語気は穏やかだが、心の中には強い信念が満ちている。
1153,玉米,yù mǐ,corn; maize; CL:粒[li4],トウモロコシ,玉米是主要粮食。,トウモロコシは主要な穀物だ。,Corn is a staple grain.,今年的玉米产量比去年增加了百分之二十，农民们非常高兴。,今年のトウモロコシの収穫量は去年より20％増え、農民たちはとても喜んでいる。
1154,预报,yù bào,forecast,予報,天气预报说明天下雨。,天気予報は明日雨が降ると言っている。,The weather forecast says it will rain tomorrow.,天气预报说明天会下雨，大家出门时最好带伞。,天気予報によると明日は雨が降るので、みんな外出するときは傘を持っていったほうがいい。
1155,预订,yù dìng,to place an order; to book ahead,予約,我已经预订了酒店。,私はすでにホテルを予約した。,I have already booked the hotel.,我们提前预订了酒店，以确保假期期间有合适的住宿。,私たちは事前にホテルを予約して、休暇中に適切な宿泊先が確保できるようにした。
1156,预防,yù fáng,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic,予防,预防疾病很重要。,病気の予防はとても重要だ。,Preventing diseases is very important.,为了预防感冒，医生建议每天多喝水并保持良好的作息习惯。,風邪を予防するために、医者は毎日たくさん水を飲み、良い生活習慣を保つよう勧めている。
1157,元旦,yuán dàn,New Year's Day,元旦,我们一起庆祝元旦。,私たちは一緒に元旦を祝う。,We celebrate New Year's Day together.,元旦那天，家家户户都会举行庆祝活动，迎接新的一年。,元旦の日には、どの家庭も祝賀行事を行い、新しい年を迎える。
1158,原料,yuán liào,raw material; CL:个,原料,这家工厂用优质原料。,この工場は高品質の原料を使っている。,This factory uses high-quality raw materials.,制造这种产品需要高质量的原料，才能保证最终的效果。,この製品を作るには高品質の原料が必要で、そうしてこそ最終的な効果が保証される。
1159,原则,yuán zé,principle; doctrine; CL:个,原則,诚信是基本原则。,誠実さは基本的な原則だ。,Integrity is a fundamental principle.,我们在工作中必须遵守公司的基本原则，确保团队协作顺利进行。,私たちは仕事の中で会社の基本原則を守らなければならず、チームの協力が円滑に進むようにする。
1160,员工,yuán gōng,staff; personnel; employee;,従業員,员工们都很努力。,従業員たちはみんな一生懸命だ。,The employees all work hard.,公司为员工提供了完善的培训计划，帮助他们不断提升专业技能。,会社は従業員に充実した研修プログラムを提供し、彼らが専門技能を絶えず向上させるのを助けている。
1161,圆,yuán,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (Yuan); tactful; to justify,円形,桌子是圆的设计。,この机は丸いデザインだ。,The table has a round design.,这个盘子的形状是完美的圆，设计非常精美。,この皿の形は完璧な円形で、デザインが非常に精巧だ。
1162,愿望,yuàn wàng,wish ; desire; CL:个,願望,他的愿望是成功。,彼の願いは成功することだ。,His wish is to succeed.,每个人都有自己的愿望，希望未来能够实现梦想和目标。,誰もが自分の願望を持っており、未来に夢と目標を実現したいと思っている。
